komentar,timestamp,platform,sentimen,clean
"Kalo saya pilih mbaknya aja, manis.
Gak ada kekurangannya, sempurna.. 😊😊",6 tahun yang lalu,youtube,netral,kalo pilih mbaknya aja manis gak ada kekurangannya sempurna 😊😊
Saldo ovo ada ekspayetnya gk kak?,6 tahun yang lalu,youtube,netral,saldo ovo ada ekspayetnya gk kak
Aku pake semua e-wallet nya itu kak 🤣😂😅,6 tahun yang lalu,youtube,netral,pake semua ewallet nya kak 🤣😂😅
"Masih berharap semua e wallet di Indonesia punya suatu hub sehingga antar e wallet bisa transfer. Soalnya menurut gw terlalu banyak e wallet di Indonesia ini dan tiap merchant berbeda beda partner e walletnya. Salah satu contoh kalau mau bayar tiket kereta atau bayar tiket ferry, e wallet yang bisa cuman link aja jadinya harus sering sering top up beda beda e wallet sesuai kebutuhan 😅",6 tahun yang lalu (diedit),youtube,positif,masih berharap semua e wallet indonesia punya suatu hub sehingga antar e wallet bisa transfer soalnya menurut gw terlalu banyak e wallet indonesia tiap merchant berbeda beda partner e walletnya salah satu contoh kalau mau bayar tiket kereta bayar tiket ferry e wallet bisa cuman link aja jadinya harus sering sering top up beda beda e wallet sesuai kebutuhan 😅
yg terbaik yg paling byk bakar duit !!,6 tahun yang lalu,youtube,netral,yg terbaik yg paling byk bakar duit
Kak no wa nya dong:D,6 tahun yang lalu (diedit),youtube,netral,kak no wa nya dongd
Bisa. GRATIS biaya admin 10x transfer antar bank tiap bulannya,5 tahun yang lalu,youtube,netral,bisa gratis biaya admin x transfer antar bank tiap bulannya
 @wawanae30  bener gratis ? Soalnya ovo udah engga☹️,5 tahun yang lalu,youtube,netral,bener gratis soalnya ovo udah engga☹️
Jir ngarep 🤣,5 tahun yang lalu,youtube,netral,jir ngarep 🤣
Link gan😂,5 tahun yang lalu,youtube,netral,link gan😂
"Bisa, tp tidak disarankan kak. Karna akan menjadi konsumtif. Dan tidak dapat ditarik tunai",5 tahun yang lalu,youtube,netral,bisa tp tidak disarankan kak karna akan menjadi konsumtif tidak dapat ditarik tunai
" @FINTALK  jd gmn dong, apa ada syaratnya terlebih dahulu",5 tahun yang lalu,youtube,netral,jd gmn dong apa ada syaratnya terlebih dahulu
" @FINTALK  konsumtif, gimana maksud nya gan...kalo kita hanya nyimpen uang dan tidak di belanjakan.. Apakah tetep bisa di tarik tunai?",5 tahun yang lalu,youtube,netral,konsumtif gimana maksud nya gankalo kita hanya nyimpen uang tidak belanjakan apakah tetep bisa tarik tunai
Bisa ditarik tunai asal sudah di verifikasi dengan ktp,5 tahun yang lalu,youtube,netral,bisa ditarik tunai asal sudah verifikasi ktp
"Tergantung. Topup dana di alfamart masih gratis. Utk beli pulsa lewat aplikasi dana juga ada yg murah, biasanya utk nominal besar, apalagi kalau terhubung ke toko online yg kerjasama dg dana, kadang dpt harga diskon/ potongan harga (pakai voucher).",5 tahun yang lalu,youtube,netral,tergantung topup dana alfamart masih gratis utk beli pulsa lewat aplikasi dana ada yg murah biasanya utk nominal besar apalagi kalau terhubung toko online yg kerjasama dg dana kadang dpt harga diskon potongan harga pakai voucher
" @kangdalwae6441  kalo di Dana nyimpen uang berjuta juta.. Aman nggak brokk, kata org2 nggak aman nanti uang bisa hilang sendiri tanpa kita apa-apain.. Masa sihh, aman atau nggak nih?",5 tahun yang lalu,youtube,positif,kalo dana nyimpen uang berjuta juta aman nggak brokk kata org nggak aman nanti uang bisa hilang sendiri tanpa kita apaapain masa sihh aman nggak nih
"Sangat milenial kak yang penting cuan :D Terimakasih kak feedback nya, jangan lupa subscribe channel kita ya!",5 tahun yang lalu,youtube,netral,sangat milenial kak penting cuan d terimakasih kak feedback nya jangan lupa subscribe channel kita ya
👍,5 tahun yang lalu,youtube,netral,👍
"Terimakasih feedback nya, terus dukung kita ya dengan subscribe dan berikan masukan di kolom komentar!",5 tahun yang lalu,youtube,netral,terimakasih feedback nya terus dukung kita ya subscribe berikan masukan kolom komentar
"maafkan kesalahan kami kak :D hehe . Terimakasih feedback nya, terus dukung kita ya dengan subscribe dan berikan masukan di kolom komentar!",5 tahun yang lalu,youtube,netral,maafkan kesalahan kami kak d hehe terimakasih feedback nya terus dukung kita ya subscribe berikan masukan kolom komentar
"waduh datang dari tahun berapa kak? :D Terimakasih feedback nya, terus dukung kita ya dengan subscribe dan berikan masukan di kolom komentar!",5 tahun yang lalu,youtube,netral,waduh datang tahun berapa kak d terimakasih feedback nya terus dukung kita ya subscribe berikan masukan kolom komentar
"sama 
gua kira juga gtu",5 tahun yang lalu,youtube,netral,sama gua kira gtu
Sama,5 tahun yang lalu,youtube,netral,sama
iya bang Ozil berasa siaran Langsung 😂😂😂,5 tahun yang lalu,youtube,netral,iya bang ozil berasa siaran langsung 😂😂😂
Suaranya empuk bro kayak ketan,4 tahun yang lalu,youtube,netral,suaranya empuk bro kayak ketan
"Semoga semakin bijak saja penggunaannya kak :D Terimakasih sudah tonton Fintalk, dukung kami terus ya melalui subscribe channel kita dan memberikan masukan untuk ide video selanjutnya!",6 tahun yang lalu,youtube,netral,semoga semakin bijak saja penggunaannya kak d terimakasih sudah tonton fintalk dukung kami terus ya melalui subscribe channel kita memberikan masukan ide video selanjutnya
"Maafkan ke-typo-an ini kak hehehe. Anyway Terimakasih sudah tonton Fintalk, dukung kami terus ya melalui subscribe channel kita dan memberikan masukan untuk ide video selanjutnya!",6 tahun yang lalu,youtube,netral,maafkan ketypoan kak hehehe anyway terimakasih sudah tonton fintalk dukung kami terus ya melalui subscribe channel kita memberikan masukan ide video selanjutnya
"Tidak rekomen sih kak, untuk nabung better di bank atau bisa pilih bank digital. Karena kalau di dana nanti pasti akan terpakai dan jadi lebih konsumtif. Terimakasih sudah tonton Fintalk, dukung kami terus ya melalui subscribe channel kita dan memberikan masukan untuk ide video selanjutnya!",6 tahun yang lalu,youtube,netral,tidak rekomen sih kak nabung better bank bisa pilih bank digital kalau dana nanti pasti akan terpakai lebih konsumtif terimakasih sudah tonton fintalk dukung kami terus ya melalui subscribe channel kita memberikan masukan ide video selanjutnya
" @FINTALK  terpakai gimana makusdnya gan.. Kalo nggak di belanjakan, hanya di simpen doang nantinya jadi nggak bisa di tarik tunai yaa,kenapa bisa gitu?",5 tahun yang lalu,youtube,netral,terpakai gimana makusdnya gan kalo nggak belanjakan hanya simpen doang nantinya nggak bisa tarik tunai yaakenapa bisa gitu
"Namanya jg dompet digital. Jadi ya dompet bukan tabungan, jadi sewaktu2 bisa diambil buat langsung dibelanjakan. Kan tinggal scan pas belanja 😄😋",5 tahun yang lalu,youtube,netral,namanya jg dompet digital ya dompet bukan tabungan sewaktu bisa diambil buat langsung dibelanjakan kan tinggal scan pas belanja 😄😋
hooh rambutnya lebih cakep di video ini,5 tahun yang lalu,youtube,netral,hooh rambutnya lebih cakep video
"waduh mas hati hati nanti kalau salah fokus jadi diabetes :D mending kita berinvestasi. Terimakasih sudah nonton Fintalk, dukung kami terus ya dengan cara subscribe channel kami dan memberikan masukan untuk video selanjutnya. Enjoy!",6 tahun yang lalu,youtube,netral,waduh mas hati hati nanti kalau salah fokus diabetes d mending kita berinvestasi terimakasih sudah nonton fintalk dukung kami terus ya cara subscribe channel kami memberikan masukan video selanjutnya enjoy
"Tidak ada ya kak. Terimakasih sudah nonton channel kita, mohon dukungannya agar kami lebih baik melalui Subscribe channel kita dan memberikan masukan/usulan untuk video kita selanjutnya. Enjoy!",6 tahun yang lalu,youtube,netral,tidak ada ya kak terimakasih sudah nonton channel kita mohon dukungannya agar kami lebih baik melalui subscribe channel kita memberikan masukanusulan video kita selanjutnya enjoy
" @FINTALK  kalo saldo Dana? Dan misalkan saya nyimpen uang di Dana tidak di belanjakan apakah bisaa di tarik tunai di alfa.. Atau menjadi nggak bisa, kasia tau alesan nya kenapa?",5 tahun yang lalu,youtube,netral,kalo saldo dana misalkan nyimpen uang dana tidak belanjakan apakah bisaa tarik tunai alfa menjadi nggak bisa kasia tau alesan nya kenapa
"Mantap kak, gunakan sebaik baiknya ya! Terimakasih sudah nonton channel kita, mohon dukungannya agar kami lebih baik melalui Subscribe channel kita dan memberikan masukan/usulan untuk video kita selanjutnya. Enjoy!",6 tahun yang lalu,youtube,positif,mantap kak gunakan sebaik baiknya ya terimakasih sudah nonton channel kita mohon dukungannya agar kami lebih baik melalui subscribe channel kita memberikan masukanusulan video kita selanjutnya enjoy
"Betul kak, akan lebih mudah seperti itu. Terimakasih atas feedbacknya!
Terimakasih sudah nonton channel kita, mohon dukungannya agar kami lebih baik melalui Subscribe channel kita dan memberikan masukan/usulan untuk video kita selanjutnya. Enjoy!",6 tahun yang lalu,youtube,positif,betul kak akan lebih mudah seperti terimakasih atas feedbacknya terimakasih sudah nonton channel kita mohon dukungannya agar kami lebih baik melalui subscribe channel kita memberikan masukanusulan video kita selanjutnya enjoy
Iya ya coba Kya di cina semua pembayaran rata2 pke wechat,2 tahun yang lalu,youtube,netral,iya ya coba kya cina semua pembayaran rata pke wechat
"Naik ferry, emangnya orang luar jawa ya.",1 tahun yang lalu,youtube,netral,naik ferry emangnya orang luar jawa ya
"Jadi diskonnya lebih banyak ya kak :D. Terimakasih sudah nonton channel kita, mohon dukungannya agar kami lebih baik melalui Subscribe channel kita dan memberikan masukan/usulan untuk video kita selanjutnya. Enjoy!",6 tahun yang lalu,youtube,netral,diskonnya lebih banyak ya kak d terimakasih sudah nonton channel kita mohon dukungannya agar kami lebih baik melalui subscribe channel kita memberikan masukanusulan video kita selanjutnya enjoy
Bisa follow ig kita ya kak di @fintalk.co & @finandaRP Terimakasih sudah nonton channel kita!,6 tahun yang lalu,youtube,netral,bisa follow ig kita ya kak co terimakasih sudah nonton channel kita
"Gamau IG, pengen wa",6 tahun yang lalu,youtube,netral,gamau ig pengen wa
 @muhamadharis3770  no wa ku mau gk mas😊,5 tahun yang lalu,youtube,netral,no wa ku mau gk mas😊
Transfer dari dana ke rekening bank kira2 brp ya biayanya? Kalah ovo kan gratis,6 tahun yang lalu,youtube,netral,transfer dana rekening bank kira brp ya biayanya kalah ovo kan gratis
"Kak Fin, setelah nonton & baca komentar, ternyata semua butuh verifikasi KTP ya bila ingin bisa transfer ke Bank? Sy baru sadar bhw nama yg tertulis di dompet digital tidak persis sama dg yg tercantum di KTP, apa pasti ditolak atau diterima karena hanya dianggap User ID semata. Tolong jawab kak. Makasih banyak sebelumnya kak",6 tahun yang lalu,youtube,netral,kak fin setelah nonton baca komentar ternyata semua butuh verifikasi ktp ya bila ingin bisa transfer bank sy baru sadar bhw nama yg tertulis dompet digital tidak persis sama dg yg tercantum ktp apa pasti ditolak diterima hanya dianggap user id semata tolong jawab kak makasih banyak sebelumnya kak
Kak moga kamu jodohku 🤣,6 tahun yang lalu,youtube,netral,kak moga jodohku 🤣
"Urutan palig sering dipake pribadi :
1. Ovo
2. Gopay
3. Dana
4. Link Aja",6 tahun yang lalu,youtube,netral,urutan palig sering dipake pribadi ovo gopay dana link aja
kalo tuk usaha bayar2 yg pas apa yah kak??,6 tahun yang lalu,youtube,netral,kalo tuk usaha bayar yg pas apa yah kak
Sy User Dana,6 tahun yang lalu,youtube,netral,sy user dana
Btl uang dompet digital GK ribet,6 tahun yang lalu,youtube,negatif,btl uang dompet digital gk ribet
"karena dkt rumah sangat jarang atm setor tunai,jd saya sering pakai ovo/dana untuk digunakan sbg sarana setor tunai hasil jualan (kemudian ditf ke bank utama), tapi akhir2 ini hanya pakai dana krn bisa setor di alfa/midi dan gratis admin (ovo sudah ga bisa dan sudah berbayar admin sekarang hahaha).",6 tahun yang lalu (diedit),youtube,netral,dkt rumah sangat jarang atm setor tunaijd sering pakai ovodana digunakan sbg sarana setor tunai hasil jualan kemudian ditf bank utama tapi akhir hanya pakai dana krn bisa setor alfamidi gratis admin ovo sudah ga bisa sudah berbayar admin sekarang hahaha
"Jangan lupa keunggulan DANA daripada dompet digital lain, TIDAK PERLU TOP UP SALDO LAGI kalau kamu ada kartu kredit dan kartu debit. Jadi bayar apa-apa lebih mudah.",6 tahun yang lalu,youtube,positif,jangan lupa keunggulan dana daripada dompet digital lain tidak perlu top up saldo lagi kalau ada kartu kredit kartu debit bayar apaapa lebih mudah
Mantappp..Satu Sentuhan untuk Setiap Kebutuhan...☺️,6 tahun yang lalu,youtube,netral,mantapppsatu sentuhan setiap kebutuhan☺️
Punya ig gk min / kak,6 tahun yang lalu,youtube,netral,punya ig gk min kak
"Itu mang super canggih neng Ita,tapi gakk bisa di pake di tempat ppedesaan,",6 tahun yang lalu,youtube,netral,mang super canggih neng itatapi gakk bisa pake tempat ppedesaan
"Go pay sama link aja.
Cinta karya anak bangsa.
Biar uangnya gak lari ke negara lain.",6 tahun yang lalu,youtube,netral,go pay sama link aja cinta karya anak bangsa biar uangnya gak lari negara lain
Jadi milih mana? Apa harus instal semuanya Wkwk,6 tahun yang lalu,youtube,netral,milih mana apa harus instal semuanya wkwk
Untuk saat ini kita hanya menggunakan dompet kulit karan kalo dompet digital tempat top up nya gak ada terus jaringan internet pun tidak setabil ..wilayah maluku butuh perhatian,6 tahun yang lalu,youtube,positif,saat kita hanya menggunakan dompet kulit karan kalo dompet digital tempat top up nya gak ada terus jaringan internet pun tidak setabil wilayah maluku butuh perhatian
"Channel bermanfaat,saya subscribe",6 tahun yang lalu,youtube,netral,channel bermanfaatsaya subscribe
"Saya mah pengguna dana dan linkaja.

🙄. dana bisa untuk trnsfer dan linkaja untuk beli2 kuota",6 tahun yang lalu,youtube,netral,mah pengguna dana linkaja 🙄 dana bisa trnsfer linkaja beli kuota
"Antri buat beli kereta api.. lohhh 😂
Btw infonya sangat bermanfaat...",6 tahun yang lalu,youtube,netral,antri buat beli kereta api lohhh 😂 btw infonya sangat bermanfaat
Link aja dulu TCash.. bukan pemain baru juga..,6 tahun yang lalu,youtube,netral,link aja dulu tcash bukan pemain baru
"Kita ngga sadar duit terpencar-pencar di banyak akun wallet???!!!..
Ya sadar lah .. emgnya kita Gila. 🤭🤭🤭🙏",6 tahun yang lalu,youtube,netral,kita ngga sadar duit terpencarpencar banyak akun wallet ya sadar lah emgnya kita gila 🤭🤭🤭🙏
"Ovo sudah bayar kak, kalau dana ada kuota transaksi gratis nya.
Terimakasih sudah nonton channel kita, mohon dukungannya agar kami lebih baik melalui Subscribe channel kita dan memberikan masukan/usulan untuk video kita selanjutnya. Enjoy!",6 tahun yang lalu,youtube,netral,ovo sudah bayar kak kalau dana ada kuota transaksi gratis nya terimakasih sudah nonton channel kita mohon dukungannya agar kami lebih baik melalui subscribe channel kita memberikan masukanusulan video kita selanjutnya enjoy
" @FINTALK  Misalnya nih, kuota gratis TF Bank 10X, itu perbulan atau gratisnya cuma yg 10X pakai itu aja, setelah habis 10X itu kita akan dikenakan biaya admin?",4 tahun yang lalu,youtube,netral,misalnya nih kuota gratis tf bank x perbulan gratisnya cuma yg x pakai aja setelah habis x kita akan dikenakan biaya admin
"akan dibantu kak sama operator, bisa langsung telpon call center nya kak atau datang ke booth. Nanti akan dibantu dan bisa diperbaiki kok",6 tahun yang lalu,youtube,netral,akan dibantu kak sama operator bisa langsung telpon call center nya kak datang booth nanti akan dibantu bisa diperbaiki kok
" @FINTALK  Kak, sy tidak suka nama sy terpampang seluruhnya saat seseorang transfer ke sy, apabila nama sy sudah benar sesuai KTP, kemudian ada yg transfer maka nama sy apakah akan kelihatan semua atau sebagian ada asterisknya (*). Makasih kak",6 tahun yang lalu,youtube,netral,kak sy tidak suka nama sy terpampang seluruhnya saat seseorang transfer sy apabila nama sy sudah benar sesuai ktp kemudian ada yg transfer maka nama sy apakah akan kelihatan semua sebagian ada asterisknya makasih kak
semoga ya kak :D,6 tahun yang lalu,youtube,netral,semoga ya kak d
duh saingan kita ya Tong,5 tahun yang lalu,youtube,netral,duh saingan kita ya tong
"Terimakasih sudah nonton channel kita, ditunggu video baru nya akan segera tayang! Salam, Fintalk",6 tahun yang lalu,youtube,netral,terimakasih sudah nonton channel kita ditunggu video baru nya akan segera tayang salam fintalk
dompet digital nya kah kak? Kalau saat ini lebih baik ovo dan gopay karna connect ke grab dan gojek,6 tahun yang lalu,youtube,netral,dompet digital nya kah kak kalau saat lebih baik ovo gopay karna connect grab gojek
" @FINTALK  kalo buat nyimpen uang doang, dan buat di tarik tunai di alfa, apa yg cocom nih Dana ovo ,link aja atau gopay?",5 tahun yang lalu,youtube,netral,kalo buat nyimpen uang doang buat tarik tunai alfa apa yg cocom nih dana ovo link aja gopay
